Query	Match	COG	COGMembershipClass	FunctionalCategory	Name	Gene	FunctionalPathway	PMID	PDBID
group_3417	WP_011069144	COG3946	2	U	Type IV secretory pathway, VirJ component	VirJ			
group_3418	WP_004681162	COG0559	0	E	Branched-chain amino acid ABC-type transport system, permease component	LivH			
group_3419	WP_004681162	COG0559	0	E	Branched-chain amino acid ABC-type transport system, permease component	LivH			
group_342	WP_004681774	COG0463	0	M	Glycosyltransferase involved in cell wall bisynthesis	WcaA			5MLZ
group_3420	WP_002969581	COG0494	2	V	8-oxo-dGTP pyrophosphatase MutT and related house-cleaning NTP pyrophosphohydrolases, NUDIX family	MutT			4V14
group_3421	WP_004684050	COG0436	0	E	Aspartate/methionine/tyrosine aminotransferase	AspB	Isoleucine, leucine, valine biosynthesis		2O0R
group_3422	WP_004684050	COG0436	0	E	Aspartate/methionine/tyrosine aminotransferase	AspB	Isoleucine, leucine, valine biosynthesis		2O0R
group_3424	WP_004684054	COG1522	0	K	DNA-binding transcriptional regulator, Lrp family	Lrp			1I1G
group_3427	WP_002965616	COG0242	0	J	Peptide deformylase	Def			1BS4
group_3430	WP_004683961	COG1492	0	H	Cobyric acid synthase	CobQ	Cobalamine/B12 biosynthesis		
group_3431	WP_002963765	COG0642	1	T	Signal transduction histidine kinase	BaeS			1JOY
group_3431	WP_002963765	COG2202	1	T	PAS domain	PAS			2MWG
group_3432	WP_004683918	COG0563	0	F	Adenylate kinase or related kinase	Adk	Pyrimidine biosynthesis		1AK2
group_3436	WP_004683040	COG3668	0	X	Plasmid stabilization system protein ParE	ParE			3KXE
group_3437	WP_041594658	COG0673	0	R	Predicted dehydrogenase	MviM			3UUW
group_3438	WP_041594658	COG0673	0	R	Predicted dehydrogenase	MviM			3UUW
group_344	WP_002964955	COG4223	3	S	Uncharacterized conserved protein				
group_3440	WP_004683459	COG0322	1	L	Excinuclease UvrABC, nuclease subunit	UvrC		24513124	2NRT
group_3444	WP_004682490	COG1502	0	I	Phosphatidylserine/phosphatidylglycerophosphate/cardiolipin synthase	Cls	Phospholipid biosynthesis		1BYR
group_3446	WP_002970905	COG0593	1	L	Chromosomal replication initiation ATPase DnaA	DnaA			1L8Q
group_3447	WP_004682966	COG0402	0	FR	Cytosine/adenosine deaminase or related metal-dependent hydrolase	SsnA	Pyrimidine salvage		3O7U
group_3448	WP_004683927	COG0480	0	J	Translation elongation factor EF-G, a GTPase	FusA	Translation factors		1DAR
group_3451	WP_002963622	COG0194	0	F	Guanylate kinase	Gmk			1EX6
group_3453	WP_004684720	COG4948	0	MR	L-alanine-DL-glutamate epimerase or related enzyme of enolase superfamily	RspA	Non-phosphorylated Entner-Doudoroff pathway		1BKH
group_3455	WP_004682548	COG1250	1	I	3-hydroxyacyl-CoA dehydrogenase	FadB	Fatty acid biosynthesis		5ZQZ
group_3455	WP_004682548	COG1250	3	I	3-hydroxyacyl-CoA dehydrogenase	FadB	Fatty acid biosynthesis		5ZQZ
group_3456	WP_004682548	COG1250	1	I	3-hydroxyacyl-CoA dehydrogenase	FadB	Fatty acid biosynthesis		5ZQZ
group_3456	WP_004682548	COG1250	3	I	3-hydroxyacyl-CoA dehydrogenase	FadB	Fatty acid biosynthesis		5ZQZ
group_3457	WP_004683138	COG3346	0	O	Cytochrome oxidase assembly protein ShyY1	Shy1			
group_3458	WP_004683134	COG5349	0	S	Uncharacterized conserved protein, DUF983 family				
group_3459	WP_004683133	COG3175	0	CO	Cytochrome c oxidase assembly protein Cox11	COX11			1SO9
group_3463	WP_002963624	COG5342	0	R	Invasion protein IalB, involved in pathogenesis	IalB			3DTD
group_3469	WP_002972097	COG1522	0	K	DNA-binding transcriptional regulator, Lrp family	Lrp			1I1G
group_3470	WP_002972097	COG1522	0	K	DNA-binding transcriptional regulator, Lrp family	Lrp			1I1G
group_3472	WP_002963887	COG0855	0	P	Polyphosphate kinase	Ppk			1XDO
group_3473	WP_002963887	COG0855	0	P	Polyphosphate kinase	Ppk			1XDO
group_3474	WP_002963887	COG0855	0	P	Polyphosphate kinase	Ppk			1XDO
group_3475	WP_002964985	COG3735	0	S	Uncharacterized conserved protein YbaP, TraB family	TraB			
group_3476	WP_004682969	COG2217	0	P	Cation-transporting P-type ATPase	ZntA			4BBJ
group_3477	WP_004683985	COG0804	0	E	Urease alpha subunit	UreC			5A6T
group_3478	WP_004684442	COG0065	0	E	Homoaconitase/3-isopropylmalate dehydratase large subunit	LeuC	Isoleucine, leucine, valine biosynthesis		4KP1
group_348	WP_004684526	COG2984	0	R	ABC-type uncharacterized transport system, periplasmic component				3LFT
group_3480	WP_034805858	COG1953	0	FH	Cytosine/uracil/thiamine/allantoin permease	FUI1			2JLN
group_3484	WP_002964873	COG1802	0	K	DNA-binding transcriptional regulator, GntR family	GntR			3FMS
group_3485	WP_004684258	COG1846	1	K	DNA-binding transcriptional regulator, MarR family	MarR			1JGS
group_3486	WP_011005795	COG0738	0	G	Fucose permease	FucP			3O7P
group_3489	WP_002965270	COG1835	0	M	Peptidoglycan/LPS O-acetylase OafA/YrhL, contains acyltransferase and SGNH-hydrolase domains	OafA			
group_3491	WP_004686613	COG0626	0	E	Cystathionine beta-lyase/cystathionine gamma-synthase	MetC	Methionine biosynthesis		1CL1
group_3493	WP_002963470	COG0717	1	F	dCTP deaminase	Dcd	Thymidylate biosynthesis		1XS1
group_3497	WP_005970945	COG0564	0	J	Pseudouridine synthase RluA, 23S rRNA- or tRNA-specific	RluA	23S rRNA modification		2I82
group_35	WP_012093202	COG1178	1	P	ABC-type Fe3+ transport system, permease component	FbpB			
group_3500	WP_004686989	COG1247	0	E	L-amino acid N-acyltransferase MnaT	MnaT		27941785	3DR6
group_3501	WP_004686989	COG1247	0	E	L-amino acid N-acyltransferase MnaT	MnaT		27941785	3DR6
group_3502	WP_004686820	COG3210	1	U	Large exoprotein involved in heme utilization or adhesion	FhaB			4RM6
group_3502	WP_004686820	COG3468	1	MU	Autotransporter adhesin AidA	AidA			
group_3507	WP_004684547	COG0642	1	T	Signal transduction histidine kinase	BaeS			1JOY
group_3508	WP_002965156	COG0745	0	TK	DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain	OmpR			1XHF
group_3509	WP_002971274	COG1131	0	V	ABC-type multidrug transport system, ATPase component	CcmA			5DO7
group_351	WP_004684576	COG0204	0	I	1-acyl-sn-glycerol-3-phosphate acyltransferase	PlsC	Phospholipid biosynthesis		1IUQ
group_3510	WP_002966306	COG4314	0	P	Nitrous oxide reductase accessory protein NosL	NosL			2HPU
group_3511	WP_004684471	COG2194	0	M	Phosphoethanolamine transferase for periplasmic glucans OpgE, AlkP superfamily	OpgE			5ZZU
group_3512	WP_004684471	COG2194	0	M	Phosphoethanolamine transferase for periplasmic glucans OpgE, AlkP superfamily	OpgE			5ZZU
group_3513	WP_002965036	COG2025	0	C	Electron transfer flavoprotein, alpha subunit FixB	FixB			1EFP
group_3514	WP_004682474	COG0289	0	E	4-hydroxy-tetrahydrodipicolinate reductase	DapB	Lysine biosynthesis	29684280	1ARZ
group_3516	WP_002963713	COG0433	0	L	Archaeal DNA helicase HerA or a related bacterial ATPase, contains HAS-barrel and ATPase domains	HerA			4D2I
group_3517	WP_002963714	COG1376	0	M	Lipoprotein-anchoring transpeptidase ErfK/SrfK	ErfK			4LZH
group_3518	WP_002969581	COG0494	2	V	8-oxo-dGTP pyrophosphatase MutT and related house-cleaning NTP pyrophosphohydrolases, NUDIX family	MutT			4V14
group_352	WP_002971785	COG2855	0	S	Uncharacterized membrane protein YadS, UPF0324 family	YeiH			
group_3524	WP_002969422	COG0307	0	H	Riboflavin synthase alpha chain	RibC	Riboflavin/FAD biosynthesis		1I8D
group_3525	WP_002969422	COG0307	0	H	Riboflavin synthase alpha chain	RibC	Riboflavin/FAD biosynthesis		1I8D
group_3526	WP_002963908	COG3808	0	C	Na+ or H+-translocating membrane pyrophosphatase	OVP1		11342551	4A01
group_3527	WP_002963913	COG0332	0	I	3-oxoacyl-[acyl-carrier-protein] synthase III	FabH	Fatty acid biosynthesis		1UB7
group_353	WP_004686741	COG0033	0	G	Phosphoglucomutase/phosphomannomutase	Pgm		30938049	1C47
group_3532	WP_011005223	COG0341	1	U	Preprotein translocase subunit SecF	SecF		28830929	2FYH
group_3532	WP_011005223	COG0342	3	U	Preprotein translocase subunit SecD	SecD		26100040	3AQP
group_3533	WP_011005223	COG0341	1	U	Preprotein translocase subunit SecF	SecF		28830929	2FYH
group_3533	WP_011005223	COG0342	3	U	Preprotein translocase subunit SecD	SecD		26100040	3AQP
group_3534	WP_004681856	COG2188	0	K	DNA-binding transcriptional regulator, GntR family	MngR			2WV0
group_3536	WP_002967320	COG1596	1	M	Periplasmic protein Wza involved in polysaccharide export, contains SLBB domain of the beta-grasp fold	Wza		17250770	2J58
group_3538	WP_010661327	COG0121	0	R	Predicted glutamine amidotransferase YafJ	YafJ			1TE5
group_3539	WP_002970018	COG0492	2	O	Thioredoxin reductase	TrxB			3FBS
group_3540	WP_002963460	COG1215	1	N	Glycosyltransferase, catalytic subunit of cellulose synthase and poly-beta-1,6-N-acetylglucosamine synthase	BcsA			4HG6
group_3541	WP_004684726	COG0358	2	L	DNA primase (bacterial type)	DnaG		28128549	3B39
group_3542	WP_011982464	COG0600	0	P	ABC-type nitrate/sulfonate/bicarbonate transport system, permease component	TauC			
group_3543	WP_004684046	COG0458	1	EF	Carbamoylphosphate synthase large subunit	CarB	Arginine biosynthesis		1C30
group_3544	WP_011005450	COG0192	0	H	S-adenosylmethionine synthetase	MetK	Methionine biosynthesis		1FUG
group_3546	WP_004686707	COG1249	0	C	Dihydrolipoamide dehydrogenase (E3) component of pyruvate/2-oxoglutarate dehydrogenase complex or glutathione oxidoreductase	Lpd	Glycine cleavagePyruvate oxidation		6QKG
group_3547	WP_002964450	COG0586	0	M	Membrane integrity protein DedA, putative transporter, DedA/Tvp38 family	DedA		24312110;25917916	
group_3549	WP_041594656	COG3962	0	G	TPP-dependent trihydroxycyclohexane-1,2-dione (THcHDO) dehydratase, myo-inositol metabolism	IolD			
group_355	WP_004683870	COG0575	0	I	CDP-diglyceride synthetase	CdsA	Phospholipid biosynthesis		4Q2E
group_3550	WP_004681742	COG3055	0	M	N-acetylneuraminic acid mutarotase	NanM		18063573	2UVK
group_3551	WP_004681086	COG3119	0	P	Arylsulfatase A or related enzyme, AlkP superfamily	AslA			1E1Z
group_3552	WP_004683264	COG2186	0	K	DNA-binding transcriptional regulator, FadR family	FadR			1E2X
group_3553	WP_002963864	COG0847	2	L	DNA polymerase III, epsilon subunit or related 3'-5' exonuclease	DnaQ			1J53
group_3554	WP_002964128	COG1249	0	C	Dihydrolipoamide dehydrogenase (E3) component of pyruvate/2-oxoglutarate dehydrogenase complex or glutathione oxidoreductase	Lpd	Glycine cleavagePyruvate oxidation		6QKG
group_3556	WP_002964979	COG2329	0	H	Heme-degrading monooxygenase HmoA and related ABM domain proteins	HmoA		21873409	1IUJ
group_3557	WP_004684539	COG2821	0	M	Membrane-bound lytic murein transglycosylase	MltA			2AE0
group_3558	WP_004681368	COG1815	0	N	Flagellar basal body rod protein FlgB	FlgB			
group_3559	WP_004682510	COG3395	0	G	D-threonate/D-erythronate kinase OtnK and related C4-acid sugar kinases, YgbK/DUF1537 family	OtnK		27402745	1YZY
group_356	WP_002965359	COG1118	0	P	ABC-type sulfate/molybdate transport systems, ATPase component	CysA			
group_3560	WP_002963466	COG0078	0	E	Ornithine carbamoyltransferase	ArgF	Arginine biosynthesis		1A1S
group_3563	WP_002966100	COG3191	0	E	L-aminopeptidase/D-esterase	DmpA			1B65
group_3564	WP_004682563	COG0444	0	EP	ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component	DppD			4FWI
group_3565	WP_011005486	COG2204	0	T	DNA-binding transcriptional response regulator, NtrC family, contains REC, AAA-type ATPase, and a Fis-type DNA-binding domains	AtoC			1ZY2
group_3568	WP_002969419	COG1612	0	H	Heme A synthase	CtaA			6A2J
group_3569	WP_002966356	COG0789	1	K	DNA-binding transcriptional regulator, MerR family	SoxR			2VZ4
group_3570	WP_004682388	COG2319	2	R	WD40 repeat	WD40			3UVN
group_3571	WP_002964337	COG0203	0	J	Ribosomal protein L17	RplQ	Ribosome 50S subunit		1GD8
group_3572	WP_041545281	COG2271	3	G	Sugar phosphate permease	UhpC			1PW4
group_3573	WP_004687586	COG1028	0	I	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	FabG	Fatty acid biosynthesis		6L1H
group_3574	WP_004682925	COG3938	0	E	Proline racemase/hydroxyproline epimerase	PrdF		17849014	1TM0
group_3576	WP_004681171	COG0346	0	Q	Catechol 2,3-dioxygenase or related enzyme, vicinal oxygen chelate (VOC) family	GloA		11830595	3R4Q
group_3577	WP_011005486	COG2204	0	T	DNA-binding transcriptional response regulator, NtrC family, contains REC, AAA-type ATPase, and a Fis-type DNA-binding domains	AtoC			1ZY2
group_3578	WP_004682989	COG1393	0	P	Arsenate reductase or related protein, glutaredoxin family	ArsC			1I9D
group_3582	WP_002967574	COG0852	0	C	NADH:ubiquinone oxidoreductase 27 kD subunit (chain C)	NuoC	NADH dehydrogenase		
group_3585	WP_002964835	COG5480	0	S	Uncharacterized membrane protein				
group_3589	WP_004683914	COG4764	0	R	Predicted transglycosylase, contains SLT domain	SLT			
group_359	WP_004681446	COG0060	0	J	Isoleucyl-tRNA synthetase	IleS	Aminoacyl-tRNA synthetases		1FFY
group_3590	WP_002963630	COG1845	1	C	Heme/copper-type cytochrome/quinol oxidase, subunit 3	CyoC			1QLE
group_3591	WP_002965330	COG2154	0	H	Pterin-4a-carbinolamine dehydratase	PhhB			1DCH
group_3593	WP_002964559	COG5586	0	S	Uncharacterized protein, contains DUF2293 domain				
group_3594	WP_002967573	COG0377	0	C	NADH:ubiquinone oxidoreductase 20 kD subunit (chain B) or related Fe-S oxidoreductase	NuoB	NADH dehydrogenase	25941396	2FUG
group_3595	WP_002967723	COG4575	0	J	Membrane-anchored ribosome-binding protein ElaB, inhibits growth in stationary phase, YqjD/DUF883 family	ElaB			
group_3597	WP_002968266	COG1349	0	KG	DNA-binding transcriptional regulator of sugar metabolism, DeoR/GlpR family	GlpR			
group_36	WP_004686886	COG0145	1	EQ	N-methylhydantoinase A/oxoprolinase/acetone carboxylase, beta subunit	HyuA			
group_36	WP_004686886	COG0146	1	EQ	N-methylhydantoinase B/oxoprolinase/acetone carboxylase, alpha subunit	HyuB			5L9W
group_360	WP_004681426	COG0124	0	J	Histidyl-tRNA synthetase	HisS	Aminoacyl-tRNA synthetases		1KMM
group_3602	WP_002965031	COG0589	0	T	Nucleotide-binding universal stress protein,  UspA family	UspA			1JMV
group_3603	WP_002971384	COG3555	2	O	Aspartyl/asparaginyl beta-hydroxylase, cupin superfamily	LpxO2			
group_3606	WP_004684138	COG2814	0	G	Predicted arabinose efflux permease AraJ, MFS family	AraJ			4LDS
group_3609	WP_002964812	COG3027	0	D	Cell division protein ZapA, inhibits GTPase activity of FtsZ	ZapA			1T3U
group_3610	WP_002965369	COG0349	2	J	Ribonuclease D	Rnd		18821773	5C0Y
group_3611	WP_004684099	COG5385	0	T	Histidine phosphotransfer protein ChpT, HPt domain	HPt		23932593	4FMT
group_3616	WP_004683653	COG5467	0	S	Uncharacterized conserved protein, DUF1476 domain			16468998	
group_362	WP_004681304	COG4132	0	R	ABC-type uncharacterized transport system, permease component				
group_3622	WP_075589481	COG1744	2	T	Lipoprotein Med, regulator of KinD/Spo0A, PBP1-ABC superfamily, includes NupN	Med		21622736	2FQW
group_3623	WP_002971753	COG5429	0	S	Uncharacterized conserved protein, DUF1223 domain				2AXO
group_3624	WP_002963803	COG0736	0	I	Phosphopantetheinyl transferase (holo-ACP synthase)	AcpS			1F7L
group_3625	WP_002964122	COG0347	0	TE	Nitrogen regulatory protein PII	GlnK		24610711	2GW8
group_3628	WP_002963937	COG0838	0	C	NADH:ubiquinone oxidoreductase subunit 3 (chain A)	NuoA	NADH dehydrogenase		3RKO
group_3629	WP_002967147	COG0715	0	P	ABC-type nitrate/sulfonate/bicarbonate transport system, periplasmic component	TauA			2X26
group_363	WP_004684314	COG4942	0	D	Septal ring factor EnvC, activator of murein hydrolases AmiA and AmiB	EnvC			
group_3630	WP_004684565	COG3963	0	I	Phosphatidylethanolamine N-methyltransferase				
group_3633	WP_012091455	COG1846	0	K	DNA-binding transcriptional regulator, MarR family	MarR			1JGS
group_3636	WP_004682413	COG1414	0	K	DNA-binding transcriptional regulator, IclR family	IclR			1MKM
group_3639	WP_002963895	COG1714	0	S	Uncharacterized membrane protein YckC, RDD family	YckC			
group_3644	WP_002964913	COG2261	0	R	Uncharacterized membrane protein YeaQ/YmgE, transglycosylase-associated protein family	YeaQ			
group_3645	WP_011982771	COG0144	1	J	16S rRNA C967 or C1407 C5-methylase, RsmB/RsmF family	RsmB	16S rRNA modification		2FRX
group_3648	WP_002963795	COG1758	1	K	DNA-directed RNA polymerase, subunit K/omega	RpoZ	RNA polymerase		3LU0
group_3649	WP_002964508	COG0207	0	F	Thymidylate synthase	ThyA	Thymidylate biosynthesis		1AN5
group_3650	WP_004686916	COG1802	2	K	DNA-binding transcriptional regulator, GntR family	GntR			3FMS
group_3651	WP_002965776	COG0698	0	G	Ribose 5-phosphate isomerase RpiB	RpiB	Pentose phosphate pathway		1NN4
group_3653	WP_004681849	COG1006	0	P	Multisubunit Na+/H+ antiporter, MnhC subunit	MnhC			6CFW
group_3654	WP_004681053	COG1011	0	H	FMN and 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB, HAD superfamily (riboflavin biosynthesis)	YigB		24123841	4JB3
group_3657	WP_004684639	COG3339	0	S	Uncharacterized membrane protein YkvA, DUF1232 family	YkvA			
group_3658	WP_002971188	COG0346	0	Q	Catechol 2,3-dioxygenase or related enzyme, vicinal oxygen chelate (VOC) family	GloA		11830595	3R4Q
group_3659	WP_002968382	COG0640	0	K	DNA-binding transcriptional regulator, ArsR family	ArsR			3F6V
group_3660	WP_003545854	COG0636	3	C	FoF1-type ATP synthase, membrane subunit c/Archaeal/vacuolar-type H+-ATPase, subunit K	AtpE	FoF1-type ATP synthase		1C17
group_3664	WP_002967608	COG4765	0	S	Uncharacterized conserved protein, DUF2155 domain				
group_3669	WP_002971105	COG1051	1	F	ADP-ribose pyrophosphatase YjhB, NUDIX family	YjhB			3GZ5
group_367	WP_004684256	COG0665	0	E	Glycine/D-amino acid oxidase (deaminating)	DadA			3AWI
group_3672	WP_002963968	COG0271	0	KT	DNA-binding global transcriptional regulator BolA, affects cell shape, cell division and biofilm formation	BolA		19111750;2569159	2DHM
group_3673	WP_002963974	COG0152	0	F	Phosphoribosylaminoimidazole-succinocarboxamide synthase	PurC	Purine biosynthesis		1A48
group_3674	WP_002963637	COG4233	0	OC	Thiol-disulfide interchange protein, contains DsbC and DsbD domains				
group_3677	WP_002963579	COG1278	0	K	Cold shock protein, CspA family	CspC			1C9O
group_3679	WP_002969610	COG5508	0	S	Uncharacterized conserved protein, DUF1674 domain				
group_368	WP_004686979	COG0488	1	R	ATPase components of ABC transporters with duplicated ATPase domains	Uup			5ZXD
group_3681	WP_002964616	COG1607	0	I	Acyl-CoA hydrolase	YciA			5DM5
group_3683	WP_002963985	COG0236	0	I	Acyl carrier protein	AcpP	Fatty acid biosynthesis		1ACP
group_3684	WP_002963543	COG0356	0	C	FoF1-type ATP synthase, membrane subunit a	AtpB	FoF1-type ATP synthase	22931285	
group_3690	WP_004681542	COG2020	0	O	Protein-S-isoprenylcysteine O-methyltransferase Ste14	STE14			5V7P
group_3692	WP_005971952	COG2084	0	I	3-hydroxyisobutyrate dehydrogenase or related beta-hydroxyacid dehydrogenase	MmsB			1I36
group_3694	WP_004683740	COG3514	1	S	Uncharacterized conserved protein, DUF4415 family				
group_3698	WP_002963714	COG1376	0	M	Lipoprotein-anchoring transpeptidase ErfK/SrfK	ErfK			4LZH
group_3699	WP_004683629	COG5454	0	S	Predicted secreted protein				
group_37	WP_004681746	COG0489	1	D	Fe-S cluster carrier ATPase, Mrp/ApbC/NBP35 family	Mrp		18616280;19114487;31709520	2PH1
group_37	WP_004681746	COG3206	1	M	Exopolysaccharide export protein/domain GumC/Wzc1	GumC		15003255;23089617	
group_3700	WP_012092358	COG0765	1	E	ABC-type amino acid transport system, permease component	HisM			4YMS
group_3702	WP_002965682	COG0828	0	J	Ribosomal protein S21	RpsU	Ribosome 30S subunit		4V4H
group_3703	WP_004681253	COG0800	0	G	2-keto-3-deoxy-6-phosphogluconate aldolase	Eda	Entner-Doudoroff pathway		2V81
group_3704	WP_002964592	COG5395	0	S	Uncharacterized membrane protein				
group_3705	WP_002965171	COG0777	0	I	Acetyl-CoA carboxylase beta subunit	AccD	Fatty acid biosynthesis		2F9I
group_3708	WP_002964583	COG2983	0	R	Uncharacterized cysteine cluster protein YcgN, CxxCxxCC family	YcgN			
